date,value
1/1/692,-0.4116
1/1/693,-0.4609
1/1/694,-0.4564
1/1/695,-0.3703
1/1/696,-0.3218
1/1/697,-0.363
1/1/698,-0.2774
1/1/699,-0.3734
1/1/700,-0.2773
1/1/701,-0.1876
1/1/702,-0.2477
1/1/703,-0.1851
1/1/704,-0.1553
1/1/705,-0.1568
1/1/706,-0.2108
1/1/707,-0.1859
1/1/708,-0.0667
1/1/709,-0.1836
1/1/710,-0.1149
1/1/711,-0.1646
1/1/712,-0.1585
1/1/713,-0.2267
1/1/714,-0.2294
1/1/715,-0.252
1/1/716,-0.2268
1/1/717,-0.2412
1/1/718,-0.208
1/1/719,-0.1709
1/1/720,-0.232
1/1/721,-0.1634
1/1/722,-0.1999
1/1/723,-0.2205
1/1/724,-0.1989
1/1/725,-0.1327
1/1/726,-0.1908
1/1/727,-0.1458
1/1/728,-0.1171
1/1/729,-0.1228
1/1/730,-0.1329
1/1/731,-0.1138
1/1/732,-0.1349
1/1/733,-0.2493
1/1/734,-0.2329
1/1/735,-0.2352
1/1/736,-0.2517
1/1/737,-0.2504
1/1/738,-0.2397
1/1/739,-0.2491
1/1/740,-0.2909
1/1/741,-0.1746
1/1/742,-0.1366
1/1/743,-0.2914
1/1/744,-0.1779
1/1/745,-0.1611
1/1/746,-0.1147
1/1/747,-0.1099
1/1/748,-0.104
1/1/749,-0.1487
1/1/750,-0.1658
1/1/751,-0.1996
1/1/752,-0.2452
1/1/753,-0.1856
1/1/754,-0.1537
1/1/755,-0.0633
1/1/756,-0.1255
1/1/757,-0.134
1/1/758,-0.0348
1/1/759,-0.0952
1/1/760,-0.1892
1/1/761,-0.2331
1/1/762,-0.174
1/1/763,-0.0361
1/1/764,0.0512
1/1/765,0.0172
1/1/766,-0.0918
1/1/767,-0.1279
1/1/768,-0.1289
1/1/769,-0.1064
1/1/770,-0.0742
1/1/771,-0.0612
1/1/772,-0.2099
1/1/773,-0.2243
1/1/774,-0.1424
1/1/775,-0.1398
1/1/776,-0.1777
1/1/777,-0.1896
1/1/778,-0.1575
1/1/779,-0.1962
1/1/780,-0.2299
1/1/781,-0.2215
1/1/782,-0.2027
1/1/783,-0.1819
1/1/784,-0.2217
1/1/785,-0.2188
1/1/786,-0.2448
1/1/787,-0.1969
1/1/788,-0.2972
1/1/789,-0.2953
1/1/790,-0.2374
1/1/791,-0.2161
1/1/792,-0.1949
1/1/793,-0.1637
1/1/794,-0.1855
1/1/795,-0.2259
1/1/796,-0.2052
1/1/797,-0.1997
1/1/798,-0.1541
1/1/799,-0.1916
1/1/800,-0.291
1/1/801,-0.2659
1/1/802,-0.2502
1/1/803,-0.2603
1/1/804,-0.25
1/1/805,-0.2398
1/1/806,-0.2384
1/1/807,-0.2828
1/1/808,-0.216
1/1/809,-0.277
1/1/810,-0.3002
1/1/811,-0.1677
1/1/812,-0.155
1/1/813,-0.1741
1/1/814,-0.2221
1/1/815,-0.2179
1/1/816,-0.16
1/1/817,-0.2145
1/1/818,-0.1379
1/1/819,-0.1081
1/1/820,-0.1605
1/1/821,-0.1986
1/1/822,-0.209
1/1/823,-0.2363
1/1/824,-0.354
1/1/825,-0.2606
1/1/826,-0.2327
1/1/827,-0.2148
1/1/828,-0.1984
1/1/829,-0.2087
1/1/830,-0.2088
1/1/831,-0.2229
1/1/832,-0.1151
1/1/833,-0.1199
1/1/834,-0.2067
1/1/835,-0.2105
1/1/836,-0.2387
1/1/837,-0.2088
1/1/838,-0.2039
1/1/839,-0.2104
1/1/840,-0.1929
1/1/841,-0.2313
1/1/842,-0.1395
1/1/843,-0.0947
1/1/844,-0.1479
1/1/845,-0.1237
1/1/846,-0.1719
1/1/847,-0.2405
1/1/848,-0.2178
1/1/849,-0.2287
1/1/850,-0.1657
1/1/851,-0.2591
1/1/852,-0.2876
1/1/853,-0.2374
1/1/854,-0.3169
1/1/855,-0.2751
1/1/856,-0.2904
1/1/857,-0.3359
1/1/858,-0.2859
1/1/859,-0.2708
1/1/860,-0.3764
1/1/861,-0.3336
1/1/862,-0.2836
1/1/863,-0.2732
1/1/864,-0.2498
1/1/865,-0.378
1/1/866,-0.2939
1/1/867,-0.2856
1/1/868,-0.2269
1/1/869,-0.2415
1/1/870,-0.2452
